Empresa,Ciudad,Informacion,Email,Sitio,Direccion,Telefono,Telefono2
Julieth Ortega,Julieth Ortega,  ,JO,"Multisellos galán kennedy
                         ","Bogotá
                                            ","Litografía
                                            ","multisellos@telecom.com.co  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Multisellos vicson impresores
                     ","Bogotá
                                            ","Litografía
                                            ","multisellos@yahoo.com  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Multiservicios de la construcción ltda.
           ","Bogotá
                                            ","Puertas electrónicas
                                            ","multi.constru@gmail.com  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Multisys ltda.
                                    ","Bogotá
                                            ","Software comercial, ventas, mercadeo y servicio al cliente
                                            ","multisys@cable.net.co  
                         "
Julieth Ortega,Julieth Ortega,"",JO,"Multitechos s.a.s
                               ","Cali
                                            ","Tejas
                                            ","multitechos@multitechos.com.co  
                "
Julieth Ortega,Julieth Ortega,  ,JO,"Multitel colombia s.a.
                            ","Bogotá
                                            ","Conmutadores, Telecomunicaciones, Accesorios para telefonía, Comunicaciones, Máquinas y equipos de oficina, Suministros para telefonía
                                            ","multitel@multitel.com.co  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Multitrans ltda.
                                  ","Bogotá
                                            ","Transporte terrestre de carga
                                            ","m.castillo@multitrans.com.co  
                  "
Julieth Ortega,Julieth Ortega,"",JO,"Multividrios noral
                              ","Cali
                                            ","Vidrios
                                            ","multividrionoral@hotmail.com  
                  "
Julieth Ortega,Julieth Ortega,"",JO,"Muma
                                            ","Barranquilla
                                            ","Muebles para oficina
                                            ","info@muma.co  
                                  "
Julieth Ortega,Julieth Ortega,"",JO,"Muma
                                            ","Medellín
                                            ","Muebles metálicos, Muebles para jardín, Muebles para oficina
                                            ","info@manufacturasmunoz.com  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Muma manufacturas muñoz
                           ","Bogotá
                                            ","Muebles para jardín, Muebles para oficina
                                            ","info@muma.co  
                                  "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundi agendas
                                       ","Medellín
                                            ","Agendas
                                            ","alexa_for85@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundial de abrasivos del interior s.a.
            ","Bogotá
                                            ","Ferreterías
                                            ","mundialabrasivo@etb.net.co  
                    "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundial de aires
                                    ","Medellín
                                            ","Aire acondicionado - instalación, reparación y mantenimiento
                                            ","airesadomiciliomedellin@hotmail.com  
           "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundial de dobleces cía. ltda.
                    ","Bogotá
                                            ","Ferreterías
                                            ","mundialdobleces@etb.net.co  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundial de guantes ltda.
                          ","Bogotá
                                            ","Guantes
                                            ","mundialdeguantes@cable.net.co  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundial de hierros y aluminios ltda.
              ","Bogotá
                                            ","Ferreterías
                                            ","mundialhierrosyaluminios_@hotmail.com  
         "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundial de remates s.a.
                             ","Medellín
                                            ","Estanterías
                                            ","ventas@rematesmundial.com  
                     "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundial de sellos y suministros
                     ","Medellín
                                            ","Sellos
                                            ","mundialdesellos@une.net.co  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundial de tennis
                                 ","Bogotá
                                            ","Calzado
                                            ","mundialtennis@yahoo.com  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundial de tuercas y herramientas e.u.
            ","Bogotá
                                            ","Guantes
                                            ","ventas@mundituercasyherramientas.com  
          "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundial de vidrios
                                ","Bogotá
                                            ","Espejos
                                            ","mundialdevidrios@hotmail.com  
                  "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundicopor
                                          ","Envigado
                                            ","Cielo rasos
                                            ","mundicopor@une.net.co  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundioveroles ltda.
                               ","Bogotá
                                            ","Calzado
                                            ","mundioverolesltda@yahoo.com  
                   "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundo alianza s.a.
                                  ","Medellín
                                            ","Materiales para la construcción
                                            ","m_a@mundoalianza.com.co  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundo blanco
                                      ","Bogotá
                                            ","Ropa hospitalaria
                                            ","mundoblanco10@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundo comercio ltda.
                                ","Sabaneta
                                            ","Etiquetas, Cintas adhesivas, Código de barras, Etiquetadoras, Etiquetas flexográficas
                                            ","juan.duque@mundocomercio.com.co  
               "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundo ferretero
                                     ","Sabaneta
                                            ","Ferreterías
                                            ","rasys1@hotmail.com  
                            "
Julieth Ortega,Julieth Ortega,   ,JO,"Mundo light s.a.
                                   ","Pereira
                                            ","Artículos eléctricos, Gabinetes metálicos
                                            ","servicliente@mundolight.com  
                   "
Julieth Ortega,Julieth Ortega,    ,JO,"Mundo lux
                                           ","Medellín
                                            ","Artículos para aseo y cafetería
                                            ","mundolux@une.net.co  
                           "
Julieth Ortega,Julieth Ortega,  ,JO,"Mundo modular
                                     ","Bogotá
                                            ","Muebles para oficina
                                            ","mundo.modular@yahoo.es  
                        "
Julieth Ortega,Julieth Ortega,    ,JO,"Muñoz agudelo y cía. ltda.
                          ","Medellín
                                            ","Muebles para oficina
                                            ","munozagudelo@une.net.co  
                       "
Julieth Ortega,Julieth Ortega,        ,JO,"Muñoz rangel nancy y/o abn modas
                        ","Barranquilla
                                            ","Ropa para dama
                                            ","abnmoda@hotmail.com  
                           "
Julieth Ortega,Julieth Ortega,  ,JO,"Muñoz vega rosa elvira
                            ","Bogotá
                                            ","Dotaciones industriales
                                            ","ginos_fashion@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,s ,JO,Mura muebles arquitectónicos - concretos y maderas ,"Bogotá
                                            ","Carpintería de madera
                                            ","mebenites@arresife.com.co  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Mussi zapatos s.a.s
                               ","Cúcuta
                                            ","Calzado
                                            ","informacion@mussi.com.co  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Mussi zapatos s.a.s.
                              ","Bogotá
                                            ","Calzado
                                            ","servicioalcliente@mussi.com.co  
                "
Julieth Ortega,Julieth Ortega,    ,JO,"Muzca technology
                                    ","Medellín
                                            ","Iluminación
                                            ","ventas@muzcatech.com  
                          "
Julieth Ortega,Julieth Ortega,    ,JO,"Mv tel consultores ltda.
                            ","Medellín
                                            ","Outsourcing en administración de información
                                            ","info@mv-tel.com  
                               "
Julieth Ortega,Julieth Ortega,    ,JO,"Mvm ingeniería de software s.a.
                     ","Medellín
                                            ","Software
                                            ","mvm@mvm.com.co  
                                "
Julieth Ortega,Julieth Ortega,  ,JO,"My eléctricos ltda.
                               ","Bogotá
                                            ","Iluminación, Luminarias para alumbrado público
                                            ","myelectricos@etb.net.co  
                       "
Julieth Ortega,Julieth Ortega,    ,JO,"My partnersap s.a.s.
                                ","Medellín
                                            ","Gestión documental
                                            ","gerencia@mypartnersap.com  
                     "
Julieth Ortega,Julieth Ortega,        ,JO,"Mym ingeniería ltda.
                                    ","Barranquilla
                                            ","Divisiones para oficina, Puertas, Puertas de pvc, Puertas electrónicas
                                            ","mymingenierialtda@gmail.com  
                   "
Julieth Ortega,Julieth Ortega,    ,JO,"Myrian peláez y cía. ltda.
                          ","Medellín
                                            ","Uniformes
                                            ","myriam_pelaez@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,    ,JO,"Myrian peláez y cía. ltda.
                          ","Medellín
                                            ","Ropa para dama
                                            ","myriam_pelaez@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,     ,JO,"Nabonasar martínez & cía. s.a.
                       ","Cartagena
                                            ","Pinturas
                                            ","info@tintesiris.com  
                           "
Julieth Ortega,Julieth Ortega,   ,JO,"Nacho computadores equipos y servicios
             ","Armenia
                                            ","Conmutadores, Computadores y partes periféricas
                                            ","nacho1@telesat.com.co  
                         "
Julieth Ortega,Julieth Ortega,"",JO,"Nacional constructora s.a.
                      ","Cali
                                            ","Inmobiliarias
                                            ","nacora@calipso.com.co  
                         "
Julieth Ortega,Julieth Ortega,   ,JO,"Nacional de aluminios
                              ","Pereira
                                            ","Cielo rasos, Puertas
                                            ","nacionalaluminiospereira@hotmail.com  
          "
Julieth Ortega,Julieth Ortega,       ,JO,"Nacional de aluminios ltda.
                            ","Bucaramanga
                                            ","Aluminio arquitectónico
                                            ","nacional_aluminios@hotmail.com  
                "
Julieth Ortega,Julieth Ortega,  ,JO,"Nacional de aseo s.a.
                             ","Bogotá
                                            ","Aseo, Elementos de aseo y mantenimiento
                                            ","induaseo@empresario.com.co  
                    "
Julieth Ortega,Julieth Ortega,"",JO,"Nacional de aseo s.a.
                           ","Cali
                                            ","Aseo
                                            ","induaseocali@hotmail.com  
                      "
Julieth Ortega,Julieth Ortega,    ,JO,"Nacional de aseo s.a.
                               ","Medellín
                                            ","Aseo
                                            ","induaseomed@hotmail.com  
                       "
Julieth Ortega,Julieth Ortega,     ,JO,"Nacional de aseo s.a.
                                ","Manizales
                                            ","Aseo
                                            ","induaseomz@hotmail.com  
                        "
Julieth Ortega,Julieth Ortega,        ,JO,"Nacional de aseo s.a. - induaseo
                        ","Barranquilla
                                            ","Aseo
                                            ","induaseobqlla@hotmail.com  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Nacional de botiquines ltda.
                      ","Bogotá
                                            ","Botiquines
                                            ","nacionaldebotiquines@paginasamarillas.com  
     "
Julieth Ortega,Julieth Ortega,  ,JO,"Nacional de eléctricos hh ltda.
                   ","Bogotá
                                            ","Cableado estructurado, Citofonía
                                            ","sistemas@nalelectricos.com.co  
                 "
Julieth Ortega,Julieth Ortega,   ,JO,"Nacional de eléctricos hh ltda.
                    ","Armenia
                                            ","Iluminación
                                            ","armenia2@nalelectricos.com.co  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Nacional de estopas ltda.
                         ","Bogotá
                                            ","Guantes
                                            ","nacionaldeestopas@hotmail.com  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Nacional de overoles
                              ","Bogotá
                                            ","Ropa de trabajo
                                            ","nacionaldeoveroles@colomguia.com  
              "
Julieth Ortega,Julieth Ortega,   ,JO,"Nacional de plásticos
                              ","Pereira
                                            ","Artículos de plástico
                                            ","nacionaldeplasticos@hotmail.com  
               "
Julieth Ortega,Julieth Ortega,     ,JO,"Nacional de refrigeración ltda.
                      ","Cartagena
                                            ","Aire acondicionado - instalación, reparación y mantenimiento
                                            ",neilperez@telecom.com.co - nrltda.ventas.ctg@hotma
Julieth Ortega,Julieth Ortega,  ,JO,"Nacional de seguridad
                             ","Bogotá
                                            ","Alarmas
                                            ","leonilacastillo@hotmail.com  
                   "
Julieth Ortega,Julieth Ortega,  ,JO,"Nacional de sellos
                                ","Bogotá
                                            ","Encuadernación, Laminación
                                            ","gerencia@nacionaldesellos.com  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Nacional de sellos
                                ","Bogotá
                                            ","Sellos
                                            ","nacionaldesellos@hotmail.com  
                  "
Julieth Ortega,Julieth Ortega,"",JO,"Nacional de tuberías ltda.
                      ","Cali
                                            ","Ferreterías
                                            ","nacionaldetuberias@telesat.com.co  
             "
Julieth Ortega,Julieth Ortega,   ,JO,"Nacional de vidrios
                                ","Pereira
                                            ","Vidrios
                                            ","vidnal@hotmail.com  
                            "
Julieth Ortega,Julieth Ortega,       ,JO,"Nadelco s.a. - nacional de comercio
                    ","Bucaramanga
                                            ","Camisas
                                            ","nadelbga@yahoo.com  
                            "
Julieth Ortega,Julieth Ortega,  ,JO,"Namacon servicios ltda.
                           ","Bogotá
                                            ","Contadoras de billetes y monedas
                                            ",ventas@namaconservicios.com - namacon_ltda@hotmail
Julieth Ortega,Julieth Ortega,        ,JO,"Nansoft technology s.a.
                                 ","Barranquilla
                                            ","Software para gestión empresarial
                                            ","ejperez@nansoft.com.co  
                        "
Julieth Ortega,Julieth Ortega, ,JO,"Nases
                                            ","Bogotá
                                            ","Empleados temporales
                                            ","nases@nases.com.co  
                            "
Julieth Ortega,Julieth Ortega,       ,JO,"Nases nacional de servicios ltda.
                      ","Bucaramanga
                                            ","Empleados temporales
                                            ","nasesbuc@intercable.net.co  
                    "
Julieth Ortega,Julieth Ortega,"",JO,"National diamond of south américa corporation
   ","Cali
                                            ","Ferreterías
                                            ","jpineda@discosdiamantados.com  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Natural cotton ltda.
                              ","Bogotá
                                            ","Camisetas, Artículos para publicidad
                                            ","naturalcotton@latinmail.com  
                   "
Julieth Ortega,Julieth Ortega,    ,JO,"Ndg uniformes
                                       ","Medellín
                                            ","Uniformes
                                            ","ndguniformes@une.net.co  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Nec de colombia s.a.
                              ","Bogotá
                                            ","Máquinas y equipos de oficina
                                            ","servicioalcliente@nec.com.co  
                  "
Julieth Ortega,Julieth Ortega,  ,JO,"Necardis ltda.
                                    ","Bogotá
                                            ","Dotaciones para clínicas y hospitales
                                            ","necardis@hotmail.com  
                          "
Julieth Ortega,Julieth Ortega,"",JO,Nef digital publicidad s.a. sociedad pluripersona,"Cali
                                            ","Impresores
                                            ","nefdigital@orbitel.net.co  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Negocios generales de sistemas s.a. - negsa
       ","Bogotá
                                            ","Integración / consultoría / soporte de sistemas
                                            ","negsa@negsa.com  
                               "
Julieth Ortega,Julieth Ortega, ,JO,"Neiva frío ingeniería ors
                        ","Neiva
                                            ","Aire acondicionado - instalación, reparación y mantenimiento
                                            ","neivafrioingenieriaors@hotmail.com  
            "
Julieth Ortega,Julieth Ortega,  ,JO,"Nelly laverde & cía. ltda.
                        ","Bogotá
                                            ","Inmobiliarias
                                            ","nellylaverde@hotmail.com  
                      "
Julieth Ortega,Julieth Ortega,  ,JO,"Neón cundinamarca
                                 ","Bogotá
                                            ","Avisos plásticos
                                            ","neoncundi@cable.net.co  
                        "
Julieth Ortega,Julieth Ortega,  ,JO,"Neotech engineering ltda.
                         ","Bogotá
                                            ","Software
                                            ","sales@e-neotech.com  
                           "
Julieth Ortega,Julieth Ortega,  ,JO,"Neptuno y cía. ltda.
                              ","Bogotá
                                            ","Cielo rasos
                                            ","icopor@etb.net.co  
                             "
Julieth Ortega,Julieth Ortega,  ,JO,"Nera américa latina ltda.
                         ","Bogotá
                                            ","Telecomunicaciones
                                            ","nera.colombia@nera.com.co  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Nessan s.a.
                                       ","Bogotá
                                            ","Agendas
                                            ","niessan@empresario.com.co  
                     "
Julieth Ortega,Julieth Ortega,        ,JO,"Néstor caballero s.a.s.
                                 ","Barranquilla
                                            ","Carpintería metálica
                                            ","gerencia@nestorcaballeroycia.com  
              "
Julieth Ortega,Julieth Ortega,  ,JO,"Net security solutions
                            ","Bogotá
                                            ","Antivirus
                                            ","info@netsecuritysolutionsltda.com  
             "
Julieth Ortega,Julieth Ortega,  ,JO,"Netco - network solutions co
                      ","Bogotá
                                            ","Software administrativo, contable y financiero
                                            ","info@netcolombia.com.la  
                       "
Julieth Ortega,Julieth Ortega,"",JO,"Netgroup s.a.
                                   ","Cali
                                            ","Software para gestión empresarial
                                            ","contabilidad@netgroupsa.com  
                   "
Julieth Ortega,Julieth Ortega,    ,JO,"Neuroredes ltda.
                                    ","Medellín
                                            ","Plantas telefónicas
                                            ","info@neuroredes.com  
                           "
Julieth Ortega,Julieth Ortega,  ,JO,"New hotel software colombia e.u.
                  ","Bogotá
                                            ","Software
                                            ","adriana.pico@newhotel.com  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Newlink comunicaciones estratégicas s.a.
          ","Bogotá
                                            ","Agencias de comunicación organizacional
                                            ","doris.baron@newlink-group.com  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Newnet s.a.
                                       ","Bogotá
                                            ","Seguridad y auditoría de sistemas
                                            ","srodriguez@newnetsa.com  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Nex computer s.a.
                                 ","Bogotá
                                            ","Computadores y partes periféricas
                                            ","recepcion@nex.com.co  
                          "
Julieth Ortega,Julieth Ortega,    ,JO,"Nexos software s.a.
                                 ","Medellín
                                            ","Outsourcing de nómina
                                            ","nexosof@nexos-software.com.co  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Nexsys de colombia s.a.
                           ","Bogotá
                                            ","Máquinas y equipos de oficina
                                            ","liliana.gomez@nexsysla.com  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Nextcad e.u.
                                      ","Bogotá
                                            ","Software para arquitectura, ingeniería y diseño
                                            ","info@nextcad.net  
                              "
Julieth Ortega,Julieth Ortega,"",JO,"Nidia rosalba giraldo
                           ","Cali
                                            ","Ropa para hombre
                                            ","creaciones.radi@gmail.com  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Nike colombiana s.a.
                              ","Bogotá
                                            ","Alquiler de estibas
                                            ","ventas@nikecolombiana.com  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Nime ltda.
                                        ","Bogotá
                                            ","Muebles para oficina
                                            ","clientes@nime.com.co  
                          "
Julieth Ortega,Julieth Ortega,  ,JO,"Nivel trece ltda.
                                 ","Bogotá
                                            ","Control de acceso, Bolígrafos, Carnés, Cintas para transferencia térmica, Equipos de laminación, Fólders, Laminación, Pendones, pasacalles y pancartas
                                            ","niveltrece@etb.net.co  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Niver s.a.
                                        ","Bogotá
                                            ","Alfombras y tapetes
                                            ","comercial.ventas@niversa.com  
                  "
Julieth Ortega,Julieth Ortega,  ,JO,"Noblesse ltda.
                                    ","Bogotá
                                            ","Decoración
                                            ","gloriaferrer@yahoo.com  
                        "
Julieth Ortega,Julieth Ortega,   ,JO,"Noel josé duque distribuciones
                     ","Pereira
                                            ","Muebles para oficina
                                            ","jhonrinconjairo@hotmail.com  
                   "
Julieth Ortega,Julieth Ortega,   ,JO,"Nogo boyacá ltda.
                                  ","Duitama
                                            ","Ferreterías
                                            ","nogoboyduit@telecom.com.co  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Nogo ltda.
                                        ","Bogotá
                                            ","Ferreterías
                                            ","nogo.bogota@gmail.com  
                         "
Julieth Ortega,Julieth Ortega,    ,JO,"Nómada y cía. ltda.
                                 ","Medellín
                                            ","Dotaciones industriales
                                            ","nomada@une.net.co  
                             "
Julieth Ortega,Julieth Ortega,"",JO,"Nomenclaturas de colombia ltda.
                 ","Cali
                                            ","Señalización
                                            ","nomecol@une.net.co  
                            "
Julieth Ortega,Julieth Ortega,    ,JO,"Nopco colombiana s.a.
                               ","Medellín
                                            ","Pinturas
                                            ","nopco@nopcocolombiana.com.co  
                  "
Julieth Ortega,Julieth Ortega,    ,JO,"Nordson andina ltda.
                                ","Medellín
                                            ","Pinturas
                                            ","nordsonandina@nordson.com  
                     "
Julieth Ortega,Julieth Ortega,       ,JO,"Norma villa
                                            ","Barranquilla
                                            ","Camisas
                                            ","normavillacaro@hotmail.com  
                    "
Julieth Ortega,Julieth Ortega,   ,JO,"Normarh ltda.
                                      ","Pereira
                                            ","Artículos de plástico
                                            ","ventas@normarh.com  
                            "
Julieth Ortega,Julieth Ortega,  ,JO,"Nortel networks de colombia s.a.
                  ","Bogotá
                                            ","Telecomunicaciones
                                            ","infocla@nortel.com  
                            "
Julieth Ortega,Julieth Ortega,  ,JO,"Norventas s.a.
                                    ","Bogotá
                                            ","Pinturas, Alfombras y tapetes, Persianas
                                            ","dumar.otero@norventas.com  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Novacolor s.a.s
                                   ","Bogotá
                                            ","Pinturas
                                            ","info@novacolor.com.co  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Novaflex representaciones ltda.
                   ","Bogotá
                                            ","Etiquetas flexográficas
                                            ","novaflex@novaflex.com.co  
                      "
Julieth Ortega,Julieth Ortega,,JO,"Novasoft caribe
                             ","
                                            ","
                                            ","novasoftcaribe@novasoft.com.co  
                "
Julieth Ortega,Julieth Ortega,"",JO,"Novo comercial ltda.
                            ","Cali
                                            ","Muebles para oficina
                                            ","novocomercial@caliescali.com  
                  "
Julieth Ortega,Julieth Ortega,  ,JO,"Nueva ferretería cidema & cía. ltda.
              ","Bogotá
                                            ","Ferreterías
                                            ","ferreteriacidema@colombia.com  
                 "
Julieth Ortega,Julieth Ortega,  ,JO,"Nuevo milenio comunicaciones ltda. - numicom
      ","Bogotá
                                            ","Software de gestión de la cadena de abastecimiento
                                            ","milenio@nuevomilenio.com.co  
                   "
Julieth Ortega,Julieth Ortega,       ,JO,"Numérica ltda.
                                         ","Bucaramanga
                                            ","Gestión documental
                                            ","soporte@numerica.com.co  
                       "
Julieth Ortega,Julieth Ortega,"",JO,"Núñez & inogales cía. ltda.
                     ","Cali
                                            ","Pinturas
                                            ","nunezynogales@yahoo.es  
                        "
Julieth Ortega,Julieth Ortega,  ,JO,"Nutrir de colombia
                                ","Bogotá
                                            ","Administración de casinos
                                            ","info@nutrirdecolombia.com  
                     "
Julieth Ortega,Julieth Ortega,    ,JO,"O-tek internacional s.a.
                            ","Medellín
                                            ","Tubería
                                            ","fand@flowtite.com.co  
                          "
Julieth Ortega,Julieth Ortega,  ,JO,"O.s.c. seguridad y comunicaciones ltda.
           ","Bogotá
                                            ","Alarmas
                                            ","ingenieria@oscseguridad.com  
                   "
Julieth Ortega,Julieth Ortega,   ,JO,"Oben muebles ltda.
                                 ","Palmira
                                            ","Muebles de madera
                                            ","contabilidad@casaoben.com  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Obiprosa colombia s.a. - attmosferas
              ","Bogotá
                                            ","Artículos eléctricos, Dotaciones para baños, Materiales para la construcción, Acabados arquitectónicos
                                            ","servicioalcliente@attmosferas.com  
             "
Julieth Ortega,Julieth Ortega,    ,JO,"Obra en madera ltda.
                                ","Medellín
                                            ","Artículos de madera, Avisos
                                            ","obraenmadera@une.net.co  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Obralum
                                           ","Bogotá
                                            ","Aluminio arquitectónico, Divisiones para baño, Puertas y ventanas de aluminio
                                            ","obralum@yahoo.com  
                             "
Julieth Ortega,Julieth Ortega,    ,JO,"Obras & obras ltda.
                                 ","Medellín
                                            ","Inmobiliarias
                                            ","obrasyterrenos@une.net.co  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Obras civiles y equipos ltda. - ociequipos ltda.
  ","Bogotá
                                            ","Impermeabilización
                                            ","recepcionociequipos@gmail.com  
                 "
Julieth Ortega,Julieth Ortega,     ,JO,"Occidental de empaques s.a. - odempa
                 ","Girardota
                                            ","Bolsas de papel
                                            ","gerencia@odempa.com.co  
                        "
Julieth Ortega,Julieth Ortega,  ,JO,"Ochoa impresores ltda.
                            ","Bogotá
                                            ","Formas continuas
                                            ","arteochoa@yahoo.com  
                           "
Julieth Ortega,Julieth Ortega,    ,JO,"Octavio londoño
                                     ","Medellín
                                            ","Puertas electrónicas
                                            ","octaviolondono@une.net.co  
                     "
Julieth Ortega,Julieth Ortega,    ,JO,"Octavio londoño
                                     ","Medellín
                                            ","Puertas
                                            ","octaviolondono@une.net.co  
                     "
Julieth Ortega,Julieth Ortega,      ,JO,"Odín ltda.
                                            ","Bucaramanga
                                            ","Ferreterías
                                            ","gerencia@odinltda.com  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Offi - espacios ltda.
                             ","Bogotá
                                            ","Muebles metálicos, Archivadores, Herrajes para muebles
                                            ","offiespacios@gmail.com  
                        "
Julieth Ortega,Julieth Ortega,  ,JO,"Offibank y cía. ltda.
                             ","Bogotá
                                            ","Cielo rasos, Muebles para oficina, Mantenimiento de muebles de oficina
                                            ",comercial@mueblesoffibank.com - gerencia@mueblesof
Julieth Ortega,Julieth Ortega,  ,JO,"Office concept de colombia s.a.
                   ","Bogotá
                                            ","Muebles para oficina
                                            ","comercial@officeconceptdecolombia.com  
         "
Julieth Ortega,Julieth Ortega,  ,JO,"Office furniture colombia ltda.
                   ","Bogotá
                                            ","Muebles para oficina
                                            ","arodriguez@ofcolombia.com  
                     "
Julieth Ortega,Julieth Ortega,  ,JO,"Office grafics ltda.
                              ","Bogotá
                                            ","Outsourcing en proveeduría de oficina
                                            ","o_grafics@hotmail.com  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Office stock
                                      ","Bogotá
                                            ","Artículos para aseo y cafetería
                                            ","ventas@offiecstock.com  
                        "
Julieth Ortega,Julieth Ortega,     ,JO,"Office suministros ltda.
                             ","Cartagena
                                            ","Alquiler de equipos para oficina
                                            ","office.s@telecom.com.co  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Office technology
                                 ","Bogotá
                                            ","Duplicadores
                                            ","servicioalcliente@tecnologiadeoficina.com  
     "
Julieth Ortega,Julieth Ortega,  ,JO,"Office work system ltda.
                          ","Bogotá
                                            ","Archivadores
                                            ","officeworksystem@yahoo.com  
                    "
Julieth Ortega,Julieth Ortega,  ,JO,"Offiform ltda.
                                    ","Bogotá
                                            ","Cielo rasos, Alfombras y tapetes, Archivadores, Mantenimiento de muebles de oficina
                                            ","offiformltda@etb.net.co  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Offimónaco s.a.s.
                                 ","Bogotá
                                            ","Artículos y suministros de oficina, Muebles para oficina, Outsourcing en proveeduría de oficina
                                            ","offimonaco@offimonaco.com.co  
                  "
Julieth Ortega,Julieth Ortega,   ,JO,"Ofiarchivo ltda.
                                   ","Pereira
                                            ","Divisiones para oficina, Archivadores, Equipos para archivo
                                            ","ofiarchivo@epm.net.co  
                         "
Julieth Ortega,Julieth Ortega,  ,JO,"Ofiarchivo ltda.
                                  ","Bogotá
                                            ","Archivadores, Estanterías
                                            ","comercial@ofiarchivo.com  
                      "
Julieth Ortega,Julieth Ortega,        ,JO,"Oficaribe ltda.
                                         ","Barranquilla
                                            ","Muebles para oficina
                                            ","oficaribeltda@telesat.com.co  
                  "
Julieth Ortega,Julieth Ortega,     ,JO,"Oficentro
                                            ","Cartagena
                                            ","Encuadernación, Fotocopiadoras
                                            ","oficentro1@gmail.com  
                          "
Julieth Ortega,Julieth Ortega,"",JO,"Oficina siglo xxi s.a.
                          ","Cali
                                            ","Cableado estructurado, Divisiones para oficina, Drywall, Muebles para oficina, Archivadores, Botiquines, Carteleras, Lockers, Máquinas y equipos de oficina, Persianas, Pupitres
                                            ","oficinasigloxxi@oficinasigloxxi.com  
           "
Julieth Ortega,Julieth Ortega,  ,JO,"Oficina total ltda.
                               ","Bogotá
                                            ","Cielo rasos, Archivadores, Cubrealfombras, Mantenimiento de máquinas y equipos de oficina, Mantenimiento de muebles de oficina, Persianas, Planotecas
                                            ","oficinatotal@etb.net.co  
                       "
Julieth Ortega,Julieth Ortega,   ,JO,"Oficinas & modulares ltda.
                         ","Pereira
                                            ","Muebles para oficina
                                            ","oficinasymodulares@telesat.com.co  
             "
Julieth Ortega,Julieth Ortega,"",JO,"Oficinas modulares
                              ","Cali
                                            ","Divisiones para oficina, Muebles para oficina, Archivadores
                                            ","clientes@ofimodular.com  
                       "
Julieth Ortega,Julieth Ortega,  ,JO,"Oficinas y diseños salamanca
                      ","Bogotá
                                            ","Muebles metálicos
                                            ","oficinasydisenos@etb.net.co  
                   "
